"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 15, 2015","4,695.34","4,633.02","4,700.68","4,633.02","194.75M","1.48%"
"Feb 12, 2015","4,626.92","4,624.18","4,634.53","4,614.79","99.36M","0.03%"
"Feb 11, 2015","4,625.32","4,627.91","4,637.51","4,612.97","51.74M","-0.06%"
"Feb 10, 2015","4,627.91","4,648.24","4,654.45","4,627.47","75.86M","-0.41%"
"Feb 09, 2015","4,647.04","4,623.81","4,659.97","4,622.67","132.70M","0.55%"
"Feb 08, 2015","4,621.55","4,611.96","4,636.73","4,607.49","184.73M","0.28%"
"Feb 05, 2015","4,608.56","4,648.95","4,648.95","4,587.62","75.26M","-0.87%"
"Feb 04, 2015","4,648.95","4,593.61","4,656.37","4,593.61","137.68M","1.25%"
"Feb 03, 2015","4,591.73","4,527.40","4,596.54","4,527.40","158.57M","1.44%"
"Feb 02, 2015","4,526.46","4,554.88","4,574.91","4,526.39","86.48M","-0.57%"
"Feb 01, 2015","4,552.61","4,454.50","4,566.74","4,454.50","99.39M","2.15%"
"Jan 29, 2015","4,456.82","4,514.72","4,539.36","4,456.82","76.19M","-1.31%"
"Jan 28, 2015","4,516.12","4,529.07","4,555.99","4,515.19","75.63M","-0.31%"
"Jan 27, 2015","4,530.20","4,530.15","4,530.65","4,476.42","83.33M","-0.10%"
"Jan 26, 2015","4,534.51","4,556.00","4,562.55","4,488.69","83.67M","-0.78%"
"Jan 25, 2015","4,570.22","4,529.19","4,592.35","4,528.69","55.62M","0.96%"
"Jan 22, 2015","4,526.92","4,541.22","4,572.75","4,525.84","44.37M","-0.36%"
"Jan 21, 2015","4,543.48","4,526.97","4,558.84","4,520.05","37.42M","0.39%"
"Jan 20, 2015","4,525.78","4,567.72","4,577.66","4,521.52","49.30M","-0.91%"
"Jan 19, 2015","4,567.25","4,557.61","4,579.83","4,549.79","103.40M","0.26%"
"Jan 18, 2015","4,555.27","4,499.18","4,580.72","4,499.18","109.01M","1.65%"
"Jan 15, 2015","4,481.36","4,507.39","4,553.45","4,480.77","198.32M","-0.55%"
"Jan 14, 2015","4,506.32","4,511.20","4,539.07","4,501.96","106.33M","-0.08%"
"Jan 13, 2015","4,510.06","4,442.63","4,512.83","4,413.96","95.46M","1.36%"
"Jan 12, 2015","4,449.43","4,478.87","4,506.10","4,449.05","92.24M","-0.68%"
"Jan 11, 2015","4,480.06","4,478.76","4,495.70","4,456.21","75.32M","0.03%"
"Jan 08, 2015","4,478.76","4,431.44","4,516.45","4,431.44","168.57M","1.22%"
"Jan 07, 2015","4,424.64","4,311.89","4,424.70","4,306.04","124.97M","2.61%"
"Jan 06, 2015","4,311.89","4,432.66","4,435.48","4,295.57","109.78M","-2.66%"
"Jan 05, 2015","4,429.79","4,447.96","4,448.49","4,416.96","86.23M","-0.47%"
"Jan 04, 2015","4,450.57","4,512.52","4,516.01","4,446.98","61.63M","-1.73%"
"Dec 31, 2014","4,528.93","4,441.67","4,554.09","4,424.24","213.88M","1.91%"
