"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 20, 2012","4,589.52","4,598.83","4,600.80","4,577.87","-","-0.22%"
"Dec 19, 2012","4,599.49","4,585.88","4,599.58","4,581.00","-","0.32%"
"Dec 18, 2012","4,585.02","4,590.89","4,607.80","4,572.21","-","-0.12%"
"Dec 17, 2012","4,590.59","4,596.59","4,598.79","4,574.47","-","-0.27%"
"Dec 14, 2012","4,602.80","4,608.45","4,613.76","4,595.58","-","-0.09%"
"Dec 13, 2012","4,607.09","4,622.02","4,632.09","4,599.10","-","-0.30%"
"Dec 12, 2012","4,620.89","4,625.90","4,648.02","4,607.29","-","-0.12%"
"Dec 11, 2012","4,626.67","4,636.32","4,636.32","4,602.14","-","-0.20%"
"Dec 10, 2012","4,635.82","4,648.89","4,653.38","4,618.96","-","-0.44%"
"Dec 07, 2012","4,656.37","4,621.00","4,656.37","4,611.41","-","0.84%"
"Dec 06, 2012","4,617.61","4,616.80","4,623.71","4,597.83","-","-0.08%"
"Dec 05, 2012","4,621.22","4,670.34","4,670.34","4,607.95","-","-1.03%"
"Dec 04, 2012","4,669.36","4,695.38","4,699.69","4,663.77","-","-0.48%"
"Dec 03, 2012","4,691.66","4,678.48","4,710.60","4,668.46","-","0.42%"
"Nov 30, 2012","4,672.16","4,677.09","4,684.00","4,661.68","-","-0.11%"
"Nov 29, 2012","4,677.21","4,737.52","4,743.05","4,673.25","-","-1.24%"
"Nov 28, 2012","4,735.95","4,716.68","4,735.95","4,709.04","-","0.29%"
