"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 31, 2005","5,518.63","5,452.90","5,525.71","5,444.74","-","1.21%"
"Oct 30, 2005","5,452.90","5,425.92","5,473.91","5,414.94","-","0.50%"
"Oct 29, 2005","5,425.92","5,444.71","5,452.97","5,425.92","-","-0.35%"
"Oct 27, 2005","5,444.71","5,444.27","5,454.56","5,433.31","-","0.01%"
"Oct 26, 2005","5,444.27","5,443.68","5,461.07","5,441.25","-","0.01%"
"Oct 25, 2005","5,443.68","5,452.30","5,464.29","5,443.34","-","-0.16%"
"Oct 24, 2005","5,452.30","5,515.29","5,518.01","5,448.95","-","-1.14%"
"Oct 23, 2005","5,515.29","5,496.09","5,516.07","5,474.20","-","0.35%"
"Oct 22, 2005","5,496.09","5,510.94","5,523.83","5,491.93","-","-0.27%"
"Oct 20, 2005","5,510.94","5,514.78","5,529.89","5,487.13","-","-0.07%"
"Oct 19, 2005","5,514.78","5,512.28","5,545.58","5,497.02","-","0.05%"
"Oct 18, 2005","5,512.28","5,495.92","5,520.46","5,460.67","-","0.30%"
"Oct 17, 2005","5,495.92","5,584.42","5,584.42","5,478.90","-","-1.58%"
"Oct 16, 2005","5,584.42","5,587.45","5,617.67","5,584.11","-","-0.05%"
"Oct 15, 2005","5,587.45","5,444.18","5,599.43","5,440.67","-","2.63%"
"Oct 13, 2005","5,444.18","5,398.53","5,444.18","5,393.46","-","0.85%"
"Oct 12, 2005","5,398.53","5,452.22","5,453.18","5,396.67","-","-0.98%"
"Oct 11, 2005","5,452.22","5,425.65","5,508.16","5,425.65","-","0.49%"
"Oct 10, 2005","5,425.65","5,420.04","5,427.13","5,397.27","-","0.10%"
"Oct 09, 2005","5,420.04","5,362.20","5,465.50","5,362.20","-","1.08%"
"Oct 08, 2005","5,362.20","5,350.14","5,405.14","5,349.56","-","0.23%"
"Oct 06, 2005","5,350.14","5,263.66","5,351.67","5,263.66","-","1.64%"
"Oct 05, 2005","5,263.66","5,244.96","5,272.43","5,221.30","-","0.36%"
"Oct 04, 2005","5,244.96","5,265.12","5,338.07","5,242.48","-","-0.38%"
"Oct 03, 2005","5,265.12","5,371.16","5,378.92","5,263.17","-","-1.97%"
"Oct 02, 2005","5,371.16","5,429.89","5,440.63","5,367.45","-","-1.08%"
"Oct 01, 2005","5,429.89","5,470.95","5,499.01","5,429.89","-","-0.75%"
"Sep 29, 2005","5,470.95","5,470.95","5,470.95","5,470.95","-","-0.71%"
"Sep 28, 2005","5,510.14","5,510.14","5,510.14","5,510.14","-","1.06%"
"Sep 27, 2005","5,452.61","5,452.61","5,452.61","5,452.61","-","0.78%"
"Sep 26, 2005","5,410.36","5,410.36","5,410.36","5,410.36","-","-3.35%"
"Sep 25, 2005","5,598.17","5,598.17","5,598.17","5,598.17","-","-0.95%"
"Sep 24, 2005","5,651.68","5,651.68","5,651.68","5,651.68","-","-0.41%"
"Sep 22, 2005","5,674.78","5,674.78","5,674.78","5,674.78","-","0.31%"
"Sep 21, 2005","5,657.12","5,657.12","5,657.12","5,657.12","-","1.24%"
